id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names
944401,Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",2023-09-27,7.902,1173,16.4374,/5RuUD7J4vO0El7TRL9guZIik0I0.jpg,"Action, Drama, Crime"
588648,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",2024-04-11,7.664,183,16.4256,/ggZGnJLzO3BTu7ysuuIzou3Oex5.jpg,"Animation, Family, Action, Adventure, Fantasy"
935766,Chuck Billy and The Marvelous Guava Tree,"Chuck Billy has spent his life picking guavas from Jed’s guava tree. But now that Dr. Agripino is going to build a road that will take down the tree, Chuck and his friends are going to do everything they can to stop it.",2025-01-09,7.7,45,16.4082,/lzkVE5ISBCqlxOVmG4YoI5Fdnx0.jpg,"Family, Adventure, Comedy"
111,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",1983-12-09,8.16,12153,16.3842,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,"Action, Crime, Drama"
616037,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",2022-07-06,6.42,7861,16.3496,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,"Fantasy, Action, Comedy"
9603,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",1995-07-19,7.273,4505,16.3349,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"Comedy, Romance"
509,Notting Hill,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,1999-05-21,7.264,6254,16.3013,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,"Romance, Comedy"
161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",2001-12-07,7.445,11821,16.2948,/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,"Thriller, Crime"
73861,A Serbian Film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",2010-06-16,5.457,2044,16.2847,/cToUzXZ9AcUylfIt8vnXhiy6Y9m.jpg,"Crime, Horror, Thriller"
868759,Ghosted,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",2023-04-18,6.935,1905,16.2762,/liLN69YgoovHVgmlHJ876PKi5Yi.jpg,"Action, Comedy, Romance"
508947,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",2022-03-10,7.3,5373,16.2742,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,"Animation, Family, Comedy, Fantasy"
272,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",2005-06-10,7.712,21381,16.2665,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,"Action, Crime, Drama"
615457,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",2021-03-18,7.926,7311,16.2579,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,"Action, Thriller"
814889,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",2024-09-18,6.172,418,16.2575,/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg,Horror
663712,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",2022-10-06,6.712,2226,16.2542,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,"Horror, Thriller"
545609,Extraction,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,2020-04-23,7.315,6202,16.2346,/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,"Action, Thriller"
62177,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",2012-06-21,7.021,13556,16.2271,/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,"Animation, Adventure, Comedy, Family, Action, Fantasy"
263115,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",2017-02-28,7.82,19561,16.2243,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,"Action, Drama, Science Fiction"
529203,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",2020-11-25,7.466,3905,16.2056,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,"Animation, Family, Adventure, Fantasy, Comedy"
9358,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",2003-01-31,6.256,4205,16.1982,/dg6Tf98InieJSClSKQJTQevYWmB.jpg,"Horror, Mystery"
668489,Havoc,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.",2025-04-24,0.0,0,16.1938,/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,"Action, Crime, Thriller"
51482,Death Note Relight 1: Visions of a God,"A recap of Death Note episodes 1–26, with new footage. When rogue shinigami Ryuk leaves his Death Note in the human world, he has no idea how far the one who finds it will take his new-found power. With the Death Note in hand, brilliant high school student Light Yagami vows to rid the world of evil.",2007-08-31,7.896,356,16.1692,/qDhbGqjZ7yFwa7FMIzuiQTQMfEQ.jpg,"TV Movie, Crime, Drama, Fantasy, Thriller, Animation"
1097150,Deliver Us,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Antichrist.",2023-08-30,5.5,72,16.1686,/qOWZJgeEvH9ETqCFqxc6803l00H.jpg,Horror
122906,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",2013-09-04,7.915,8695,16.1569,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,"Drama, Romance, Fantasy"
438695,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",2021-12-01,7.848,4492,16.1567,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,"Animation, Family, Music, Comedy"
10020,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991-10-22,7.731,10108,16.1374,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,"Romance, Family, Animation, Fantasy"
791042,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",2024-11-01,5.733,58,16.1351,/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,"Action, Science Fiction, Thriller"
128,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997-07-12,8.33,8285,16.1004,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"Adventure, Fantasy, Animation"
73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",2012-03-01,6.502,3629,16.084,/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,"Animation, Family"
9737,Bad Boys,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",1995-04-07,6.8,6520,16.0793,/qKiLKvJaT6rRmd3IBsoVV58luXH.jpg,"Action, Comedy, Crime, Thriller"
1354627,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",2024-10-10,7.086,81,16.0777,/aUOCmqkbCX94znDJNtSy1402Sie.jpg,"TV Movie, Family, Comedy, Horror, Animation"
91314,Transformers: Age of Extinction,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",2014-06-25,5.941,8294,16.074,/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,"Science Fiction, Action, Adventure"
763215,Damsel,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,2024-03-07,7.024,2393,16.0627,/290Lsuy4GJF3VEVqMbJqHs7xFdv.jpg,"Fantasy, Action, Adventure"
458156,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",2019-05-15,7.442,10915,16.0623,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,"Action, Thriller, Crime"
49046,All Quiet on the Western Front,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",2022-10-07,7.726,4134,16.0455,/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,"War, History, Drama"
49046,All Quiet on the Western Front,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",2022-10-07,7.726,4134,16.0455,/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,"War, History, Drama"
85,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",1981-06-12,7.921,12796,16.0307,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,"Adventure, Action"
50014,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",2011-08-09,8.206,8504,15.9733,/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,Drama
101299,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013-11-15,7.426,17615,15.9668,/qdXXEFGuLLfMWa1DGEkWFUo8Zwd.jpg,"Adventure, Action, Science Fiction"
1949,Zodiac,"The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",2007-03-02,7.526,10793,15.9605,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,"Crime, Drama, Mystery, Thriller"
388,Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",2006-03-17,7.395,5932,15.9546,/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,"Crime, Drama, Thriller"
424694,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",2018-10-24,7.977,17083,15.9529,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,"Music, Drama"
850920,The Parenting,"Boyfriends Josh and Rohan plan a weekend getaway to introduce their parents, only to discover that their rental is home to a 400-year-old poltergeist.",2025-03-12,5.932,81,15.9413,/5lMu14IMuHo0hKYCwCIogt7IioX.jpg,"Horror, Comedy"
577922,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",2020-08-22,7.181,10185,15.9393,/aCIFMriQh8rvhxpN1IWGgvH0Tlg.jpg,"Action, Thriller, Science Fiction"
467244,The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",2023-12-15,7.033,2124,15.9347,/hUu9zyZmDd8VZegKi1iK1Vk0RYS.jpg,"Drama, History, War"
335797,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016-11-23,7.112,8066,15.9332,/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg,"Animation, Comedy, Family, Music"
10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",2009-12-08,7.22,5751,15.9308,/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,"Animation, Romance, Fantasy, Family"
87827,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",2012-11-20,7.403,13237,15.9085,/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,"Adventure, Drama"
38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,8.091,15383,15.907,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,"Science Fiction, Drama, Romance"
24,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",2003-10-10,7.97,17798,15.9022,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"Action, Crime"
6479,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",2007-12-12,7.207,16002,15.8968,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,"Drama, Science Fiction, Thriller"
1318917,Chasing the Wind,A focused city worker and a laid-back surfer - both heirs to the same company - find they have plenty in common when they join forces in the boardroom.,2025-01-09,5.9,27,15.8831,/pg6sFi0pv8cPelkJGLZqmUxh24F.jpg,Romance
948,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",1978-10-24,7.562,5751,15.8591,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,"Horror, Thriller"
920,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",2006-06-08,6.993,14259,15.8554,/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,"Animation, Adventure, Comedy, Family"
194,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,7.915,11741,15.8432,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,"Comedy, Romance"
1023915,2073,"Inspired by Chris Marker's iconic 1962 featurette La Jetée; the year is 2073—a not-so-distant dystopian future—and the setting is New San Francisco, the scorched-earth tech-dominant police state where democracy and personal freedom have been well and truly obliterated.",2024-12-27,6.877,53,15.5457,/l67ir3kU53FYd6Vjwhqrkih1H1P.jpg,"Thriller, Documentary, Science Fiction"
298618,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",2023-06-13,6.658,4489,15.5415,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,"Adventure, Action, Science Fiction"
9655,She's the Man,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",2006-03-17,6.813,3089,15.5393,/ms9vdHyBLgAj0txnMWI9djGpDGp.jpg,"Comedy, Romance"
137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",2014-05-27,7.629,14142,16.5691,/uUHvlkLavotfGsNtosDy8ShsIYF.jpg,"Action, Science Fiction"
536554,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",2022-12-28,7.05,4206,16.5766,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,"Science Fiction, Horror"
812,Aladdin,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",1992-11-25,7.651,11427,15.5083,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,"Animation, Family, Adventure, Fantasy, Romance"
11688,The Emperor's New Groove,"When self-centered Emperor Kuzco is turned into a llama by his scheming advisor, he is forced to rely on good-hearted peasant Pacha to get back home.",2000-12-15,7.6,6866,15.4841,/xU635vn1lMD9DWDloeuKmuhxxnQ.jpg,"Adventure, Animation, Comedy, Family, Fantasy"
11224,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",1950-02-22,7.0,6821,15.4676,/4nssBcQUBadCTBjrAkX46mVEKts.jpg,"Family, Fantasy, Animation, Romance"
55779,Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,6.102,3516,15.4645,/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,"Horror, Mystery"
402900,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",2018-06-07,7.0,8399,15.4615,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,"Crime, Comedy, Action"
1329336,The Bad Guys: Haunted Heist,The crafty Bad Guys crew embarks on a high-stakes Halloween heist to swipe a priceless amulet from a spooky mansion. What could go wrong?,2024-10-02,6.983,121,15.4519,/oEJC05CqPugMxC4rFu9r6r6vg6m.jpg,"Animation, Comedy"
433808,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017-10-11,6.263,3095,15.4445,/9022CYEGqYETCeXN1oE3uwYJWub.jpg,"Horror, Thriller, Mystery"
588648,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",2024-04-11,7.664,183,16.4256,/ggZGnJLzO3BTu7ysuuIzou3Oex5.jpg,"Animation, Family, Action, Adventure, Fantasy"
1457271,Minecraft: Il Film di Pete,,2014-11-23,0.0,0,13.9092,/38sEAplwSsG38clka0UtqNYeBoM.jpg,"Comedy, Adventure"
1433371,The Pursuit of Lust 3,"This intense erotic thriller follows a disheartened woman who goes on a drinking binge after a guy she met online never showed up for their first date. Unfortunately, her drunken state would make her fall victim to a strange taxi driver’s deranged fetishes.",2025-02-21,7.0,1,14.9496,/uvGOLs5wX6YFq2EJqTljzykO3d1.jpg,Thriller
16366,Joseph: King of Dreams,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",2002-12-04,6.856,1011,15.4058,/hYsera941L05ffmsXN5EYcepbB4.jpg,"Family, Animation"
2109,Rush Hour,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",1998-09-18,7.042,5135,15.3863,/we7wOLVFgxhzLzUt0qNe50xdIQZ.jpg,"Action, Comedy, Crime"
1210938,Revelations,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,2025-03-20,6.314,105,15.3857,/ak0HlRVsVzh8mvwIUZpZr0z6uqW.jpg,"Thriller, Crime, Mystery"
96721,Rush,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",2013-09-02,7.722,7278,15.3814,/5hpcfL3WH5ArSPUlfD4E1TtaOd0.jpg,"Drama, Action"
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005-06-13,6.513,8545,15.3792,/oZmJ6hD2dc6zLCIPgw8onPMo0QC.jpg,"Adventure, Thriller, Science Fiction"
8467,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994-12-16,6.634,6255,12.9154,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,Comedy
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",2015-09-30,7.688,20101,14.2546,/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,"Drama, Adventure, Science Fiction"
1032823,Trap,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",2024-07-31,6.331,2130,14.6715,/jwoaKYVqPgYemFpaANL941EF94R.jpg,"Horror, Thriller, Mystery"
607,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",1997-07-02,7.2,14017,14.8992,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,"Action, Adventure, Comedy, Science Fiction"
1022796,Wish,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",2023-11-13,6.3,1588,14.8974,/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg,"Animation, Family, Fantasy, Adventure"
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",2001-08-03,6.966,5014,14.8895,/wA4lgl8gmoICSShviCkEB61nIBB.jpg,"Comedy, Family, Romance"
