id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names
356305,Why Him?,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,2016-12-22,6.387,4221,6.3126,/eezFoKz7bXgdbjeieeCYJFXPKSu.jpg,Comedy
16996,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",2009-03-11,6.307,5197,6.3125,/yEcfFXEWpuXcfsR9nKESVCFneqV.jpg,"Comedy, Fantasy, Drama, Romance"
173129,The Golden Lotus: Love and Desire,"A corrupt local official, Xi Men Qing, who lusts after women and money, pursues his brother's young wife, Lee Ping Er. Ping finds Men attractive, and under her drunken husband's nose, she and Men work their way through the illustrations of a pillow book, the ""Golden Lotus."" Men pursues the same feat with his fourth concubine, Pan Jing Lien, who lives in the compound next to Ping. Jing's jealousy compounds a tale of humiliation, childbirth, death, and depravity. Does karma or enlightenment await anyone?",1991-05-09,6.663,46,6.3118,/nA1WbYl6Sllm71g8koNXhjWbMOc.jpg,"Drama, Romance"
928,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",1990-06-15,6.508,2669,6.3099,/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg,"Comedy, Horror, Fantasy"
506528,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",2019-11-01,7.334,817,6.3079,/rsUs58bDqpJJxZSOebZOMN9gzw2.jpg,"Drama, History"
11220,Fallen Angels,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",1995-09-06,7.683,1109,6.3065,/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,"Action, Romance, Crime"
227719,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",2015-01-28,6.78,2651,6.3053,/9u5Rb0e7mx8qOO7zj39KnIRWClr.jpg,"Science Fiction, Thriller"
45425,Blood Brothers,"Three best friends who are barely getting by as fishermen seek their fate in 1930s Shanghai. Upon arriving in the bustling city, the naïve trio gradually find their innocence corrupted as they fall into the deepest depths of the criminal underworld.",2007-08-16,5.3,27,6.3052,/4AbR965SBXlyuaE7lxuxnrINJ77.jpg,"Drama, Crime"
1177908,Flies,"Mr. Machi is a businessman fond of luxuries, easy money and women. A despicable person who abuses his power and position, but suddenly finds himself in an extreme situation: one morning, in broad daylight, he punctures a tire. But his surprise comes when he discovers the disfigured corpse of a stranger in his trunk.  Someone has set a trap for him. There he begins a desperate route to get rid of the body, discover his identity and know who is behind all this. One of the many enemies that he has cultivated over the years, from his own wife to co-workers, bodyguards and politicians. It could have been any of those that he has stepped on during these years to continue climbing or to consolidate his power, because for Luis Machi, people are so insignificant that from afar they look like flies.",2023-10-06,6.438,8,6.4399,/x9N3Ve9inJAHIF8vYHpm4hdUdBH.jpg,Thriller
794,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",1976-06-25,7.407,2189,6.7337,/mDcjjEu1fMNmsXi4l4D8IftlTix.jpg,"Horror, Thriller"
14199,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",2005-06-10,5.181,1524,5.9632,/sz3pl9hblLw1A5rZoAHn43yQsb4.jpg,"Adventure, Family, Science Fiction"
9312,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",1995-08-18,5.851,2322,6.6937,/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,"Action, Fantasy"
259072,Wrong Turn 6: Last Resort,"A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",2014-08-22,5.371,903,5.9252,/cV1biK7jlHVXlQ7ErYe5MUSBGcx.jpg,Horror
227719,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",2015-01-28,6.78,2651,6.3053,/9u5Rb0e7mx8qOO7zj39KnIRWClr.jpg,"Science Fiction, Thriller"
38142,5 Centimeters per Second,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",2007-03-03,7.292,1991,7.4254,/dFipUR6W0y3PPkuVS8gjFd929m2.jpg,"Animation, Romance, Drama"
8913,Pet Sematary,"After the Creed family's cat is accidentally killed, a friendly neighbor advises its burial in a mysterious nearby cemetery.",1989-04-21,6.622,2209,6.179,/8ZtH1V4rhrtP53ezlEWrCaMALXF.jpg,"Horror, Drama, Fantasy, Thriller"
17581,Naruto Shippuden the Movie: Bonds,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",2008-08-02,7.26,486,6.985,/bBqEiQbbfyt4MWR3NhDZMbS4Wp8.jpg,"Fantasy, Animation, Action"
25376,The Secret in Their Eyes,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",2009-08-13,7.989,2609,6.2044,/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,"Mystery, Thriller, Drama"
390054,Sand Castle,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",2017-04-21,6.519,812,6.1229,/aw2K9mV3DE4ez3glmKmBxpzrDPQ.jpg,"War, Action, Drama"
5741,Lorna,"Lorna and Jim have been married for a year but Lorna remains sexually unsatisfied. While he's at work, she is raped by an escaped convict, then becomes lustfully involved with him.",1964-09-11,5.8,46,5.919,/8GoCGn7Rc9OhNmeb8KWPpXSjfBL.jpg,Drama
9473,"South Park: Bigger, Longer & Uncut","In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance and Phillip, and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy spirals into a call to wage war on Canada and Terrance and Phillip end up on death row, with the kids their only hope of rescue.",1999-06-30,7.264,2740,6.8599,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,"Animation, Comedy"
13223,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008-12-12,7.989,10891,5.1506,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,Drama
9303,Bound,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her.",1996-09-13,7.2,969,7.0665,/nfXU25TsAUsLMTJ6oHlgxPUcUOF.jpg,"Drama, Thriller, Crime"
38684,Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",2011-03-11,7.205,1482,7.1183,/3Cn7D0wEaxnvm8kTta1osNu3QJv.jpg,"Drama, Romance"
1290835,The Drink,A man is parched.,2020-07-18,0.0,0,6.3834,/6EmE9hCz33chA9AjSct4UTkOwaf.jpg,Comedy
249660,God's Not Dead,"After he refuses to disavow his faith, a devout Christian student must prove the existence of God or else his college philosophy professor will fail him.",2014-03-21,6.005,910,7.6074,/yKUzBolWrwyByevBtDPfy3kIumv.jpg,Drama
44741,Malicious,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",1973-03-29,7.283,315,6.4763,/s1ioOR6IZ6pRN59wEIYCPcY6vW8.jpg,Comedy
11253,Hellboy II: The Golden Army,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",2008-07-11,6.759,5278,5.0761,/zO0Wdrxnhx3KoJEvychSmnY3urC.jpg,"Fantasy, Adventure, Action, Horror, Science Fiction"
39105,Dragon Ball Z: Bojack Unbound,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",1993-07-10,7.1,577,6.4719,/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg,"Action, Animation, Science Fiction"
39107,Dragon Ball Z: Fusion Reborn,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",1995-03-04,7.5,868,7.1019,/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg,"Animation, Action, Fantasy, Science Fiction"
33217,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",2010-03-19,6.251,1632,6.2824,/iLAGiPnSuODt9cn332bkFElrRig.jpg,"Comedy, Family"
1078744,Escape,A young man who has grown up in captivity and surrounded by books goes outside for the first time.,2024-10-31,5.4,30,5.6575,/9yTWVCapYo63Mc93CHxEyIdSEqo.jpg,"Drama, Thriller"
487616,Curiosa,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th century authors Pierre Louÿs and Marie de Régnier.",2019-04-03,5.928,215,5.778,/lEVCMyAV8Vrf7BQarrD4z3IlYwP.jpg,"Drama, History"
1269108,Curse of the Seven Oceans,"After finding a strange package, Sucipto and his family suspect a terrible curse is responsible for a string of misfortunes taking over their lives.",2024-11-07,6.0,10,5.798,/cWCdUrdBgX4G4v7SKscGyvw2FeR.jpg,"Horror, Thriller"
47570,Maid in Sweden,"Schoolgirl Inga goes to visit her sister in Stockholm and is shocked to find her living with her boyfriend, Casten.",1971-11-03,4.667,33,5.9181,/mI9hLOxGfx5bPgygQrdMMDR6NLu.jpg,Drama
148347,The Jungle,A comedy about funny adventures of the married couple on the remote island.,2012-11-29,5.081,37,6.2703,/2StrQRdhWZrKNY2eK5rKKT0sApn.jpg,"Comedy, Adventure, Romance"
1360733,Verano en diciembre,,2024-11-08,5.909,11,6.7792,/xUJecKzNuaL5CCqO6MS7V4S7oBI.jpg,Comedy
616747,Haunted Mansion,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,2023-07-26,6.478,1092,6.5219,/8Im6DknDVxRiGXc5t8rVOJyzuNx.jpg,"Comedy, Drama, Fantasy, Horror"
1089123,Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,2024-10-10,6.105,81,6.6026,/nEWbEBs8BalwasA4Un8rll3kauT.jpg,Horror
34813,The Losers,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",2010-04-23,6.262,1837,5.839,/b9dVH0n7YnBqLmW2c5AzftxhhpH.jpg,"Action, Adventure, Crime, Mystery, Thriller"
872,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",1952-04-09,8.145,3221,7.4087,/w03EiJVHP8Un77boQeE7hg9DVdU.jpg,"Comedy, Romance"
974036,Ordinary Angels,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,2024-02-22,7.772,274,5.8409,/wdi9kEU4W2UeBTtdqOPZISGMtDR.jpg,Drama
23629,Sucker Punch,"A young woman, institutionalized by her abusive stepfather, retreats into a vivid fantasy world where she envisions a plan to escape. Gathering a group of fellow inmates, she embarks on a quest to collect five mystical items, blurring the lines between reality and imagination.",2011-03-24,6.191,4787,5.6876,/jtaUDnvIiHUd2ranDcjB5AbPx6o.jpg,"Action, Fantasy, Thriller"
34584,The NeverEnding Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",1984-04-06,7.201,4091,6.8337,/ddYCa91iDXfJCxaqSYzwi2fjfnl.jpg,"Adventure, Fantasy, Family, Drama"
414453,Columbus,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",2017-08-04,7.138,408,6.1444,/6tk0xmn9k5HjUeXsnhxIa94sFXP.jpg,Drama
360776,Female Ninjas Magic Chronicles 3: Sacred Book of Sexual Positions,"The government is worried that the Emperor will have no children because he can’t get an erection. The female ninjas try to find a sacred book that will help him, but they face a stiff challenge.",1993-05-21,7.5,3,4.9742,/uJDtI8RZPbV4gn5cEyxPyXF7QJo.jpg,Action
832,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",1931-05-11,8.075,2244,5.3463,/bTdZk3q2DWpBRnLiaaItKFWOVhI.jpg,"Drama, Thriller, Crime"
82703,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",2014-02-07,6.705,2406,6.289,/hPcImYndWESKHzT2GHVCDsUxzYg.jpg,"Animation, Adventure, Family"
164,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",1961-10-06,7.6,4236,5.6188,/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg,"Comedy, Romance, Drama"
912520,The Nature of Love,"Sophia is a philosophy professor in Montreal and has lived as a couple with Xavier for 10 years. Sylvain is a carpenter in the Laurentians and must renovate their country house. When Sophia meets Sylvain for the first time, it’s love at first sight. Opposites attract, but can it last?",2023-09-22,7.2,176,6.7503,/u4IbLxbb1p9X9pMAUn4ddJztO60.jpg,"Romance, Comedy, Drama"
1119108,The Craig Murray Incident,"If you had a Time Machine, would you go back into the past to relive a memory or change an event? Or would you go into the future to f*@! your best friend's kid?",2012-03-28,10.0,2,6.6233,/A2jMfoDBGXUpwNvLsYnkSUnhHBD.jpg,Comedy
173185,It Boy,"38-year-old Alice has everything to become the next editor-in-chief of Rebelle magazine except for her uptight image. But when the young and charming Balthazar, barely 20, crosses Alice's path, she realizes that he holds the key to her promotion.",2013-03-06,6.445,1477,5.8367,/7PbiUzPjM6ZvD9sGppBtdLcDdwx.jpg,Comedy
576845,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",2021-10-21,7.298,3526,6.2258,/n1ZRmjlk1BJTY7aASqACfPAaLn2.jpg,"Horror, Mystery"
442062,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",2018-10-11,6.112,1547,6.4584,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,"Comedy, Fantasy, Horror"
1452,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",2006-06-28,5.778,4262,6.3878,/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,"Science Fiction, Action, Adventure"
581387,Ashfall,A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,2019-12-19,6.814,586,6.9029,/gCZ0RHifBxZGedde7WPWSgjpyZt.jpg,"Action, Adventure, Thriller"
1061990,City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death.",2024-04-24,6.537,218,7.0517,/cjQzJ9xFdaN9KAwu7HUImIgbc2Y.jpg,Action
299,Ocean's Eleven,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,1960-08-10,6.362,362,6.3235,/A4R6u7SidBPVXMVzGSysCiRGTRz.jpg,"Crime, Comedy"
430231,The Endless,Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought.,2017-11-05,6.316,1140,6.8558,/49sb3kEZplzudQBhJDSt0mNJm4V.jpg,"Science Fiction, Horror, Thriller"
6978,Big Trouble in Little China,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",1986-05-30,7.211,3090,6.1919,/aeGy6SZua7eFXEZP9zAvrLkkbI2.jpg,"Action, Comedy, Fantasy, Adventure"
55341,Jeepers Creepers 3,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",2017-09-26,4.902,914,7.4835,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,"Horror, Mystery, Thriller"
133805,Carrie,"A contemporary take on the horror classic about an awkward, telekinetic teenage girl, whose lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",2013-10-16,6.032,4511,5.973,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,"Drama, Horror"
426543,The Nutcracker and the Four Realms,"When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",2018-10-26,6.082,2164,6.3365,/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,"Fantasy, Adventure, Family"
509635,Alone,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",2020-09-10,6.356,760,5.004,/gEI4QCEaLs0HcfXl6eQCgpKQpAq.jpg,"Thriller, Horror"
592350,My Hero Academia: Heroes Rising,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",2019-12-20,8.16,1188,6.9199,/kpWsIkfXrnQ1pmR79qAHHq7DPxc.jpg,"Animation, Action, Fantasy, Adventure"
9040,Serpico,New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,1973-12-18,7.535,1986,5.7507,/pRagfd10PPWryFRSzLPIivfAXHJ.jpg,"Crime, Drama"
9462,The Way of the Dragon,"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang arrives he poses a new threat to the syndicate, and they are unable to defeat him. The syndicate boss hires the best Japanese and European martial artists to fight Tang, but he easily finishes them off.",1972-12-30,7.374,1171,7.4404,/m7AIITQ624sfldI4SsX4htXPH1f.jpg,"Action, Crime"
740985,Borat Subsequent Moviefilm,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",2020-10-23,6.441,2614,6.2532,/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg,Comedy
3049,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",1994-02-04,6.6,5933,6.2321,/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,"Comedy, Mystery, Crime, Adventure"
727340,Hunt,"After a high-ranking North Korean official requests asylum, KCIA Foreign Unit chief Park Pyong-ho and Domestic Unit chief Kim Jung-do are tasked with uncovering a North Korean spy, known as Donglim, who is deeply embedded within their agency. When the spy begins leaking top secret intel that could jeopardize national security, the two units are each assigned to investigate each other.",2022-08-10,6.736,182,6.231,/qWkLnFsgHmV8NeyJMal5yUlpFEN.jpg,"Action, Mystery, Drama"
486947,The Guilty,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.",2018-02-22,7.308,1718,6.2307,/42QPG6p7oLcLd4LQOPeSTLhqfMx.jpg,"Thriller, Drama, Crime"
241848,The Guest,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",2014-09-05,6.647,1990,6.2281,/8hGMD8PhOJrzkew0RZyOWqDhGJR.jpg,"Mystery, Thriller, Action"
576845,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",2021-10-21,7.298,3526,6.2258,/n1ZRmjlk1BJTY7aASqACfPAaLn2.jpg,"Horror, Mystery"
648878,Eddington,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",2025-07-16,0.0,0,6.2257,/xxXKlECD5PIrszc1i8nKbaI3jpp.jpg,"Western, Comedy, Horror"
870404,Meteor,"After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries.",2021-09-01,5.4,99,6.2238,/tVMddOS5bi3YPVPgTPlEw0TOWoF.jpg,"Science Fiction, Thriller"
2253,Valkyrie,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",2008-12-25,6.9,3789,6.2218,/8eoRtXswC8IQDsqW7iJWO56NhAv.jpg,"Drama, Thriller, War"
77931,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",2013-07-30,5.742,2235,6.2212,/tmjvgbEH4BKYFfHmWXjXrHgi8wT.jpg,"Fantasy, Family, Comedy, Animation"
27764,Slumber Party Massacre II,Courtney is tormented by dreams of the infamous Driller Killer returning to wreak havoc... only to find that the murderous monster is reincarnated as an evil rocker.,1987-10-16,5.152,178,6.2209,/n1j7gCi3g2puzqyn7A2rPntHqjx.jpg,"Horror, Comedy"
296065,Last Shift,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",2014-10-25,6.228,626,6.2205,/oSTFMqFpVB4yq9SOIxBp8xZ9jh5.jpg,"Horror, Mystery"
446021,Bad Times at the El Royale,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",2018-10-04,6.843,3632,6.2181,/qExufIc4Rw0e4xdVZlhMdmEDGES.jpg,"Thriller, Mystery, Crime, Drama"
399905,Female War: A Nasty Deal,Painter Ha-rim became blind due to an unfortunate accident. His wife Sun-yeong searches far and low for a cornea donor until she meets terminal cancer patient Dae-geun. These two make a startling and dangerous deal for Ha-rim's cornea.,2015-09-27,5.8,30,6.2179,/2xUNRZwprvVwfx12WR1rRXoohSi.jpg,"Drama, Romance"
611598,Samrat Prithviraj,"The true story of legendary Hindu warrior king ""Prithviraj Chauhan"" including his early military successes, love story with Sanyogita & clashes with Muhammad of Ghor, a ruler of the Ghurid dynasty who led the foundation of Muslim rule in the Indian subcontinent.",2022-06-03,6.917,24,6.2161,/itjop20yizH1cwB44tIo5JivPSq.jpg,"Action, Drama, History"
13700,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",2004-04-02,6.1,2066,6.2139,/9xIIo4FMquy5SRqn8hppyr2QadR.jpg,"Animation, Family"
14442,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",2004-04-09,6.5,1865,6.2135,/7AyNzwSEpJEG1gBdgwRfXi1cjs8.jpg,"Family, Fantasy, Comedy"
2486,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",2006-12-14,5.108,3296,6.2133,/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg,"Fantasy, Action, Adventure, Family"
