id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names,type
1197306,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",2025-03-26,6.295,312,946.7352,/xUkUZ8eOnrOnnJAfusZUqKYZiDu.jpg,"Action, Crime, Thriller",movie
324544,In the Lost Lands,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.",2025-02-27,6.276,230,697.5707,/iHf6bXPghWB6gT8kFkL1zo00x6X.jpg,"Fantasy, Adventure, Action",movie
950387,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",2025-03-31,6.137,627,664.0547,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,"Family, Comedy, Adventure, Fantasy",movie
1045938,G20,"After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.",2025-04-09,6.575,293,502.3395,/wv6oWAleCJZUk5htrGg413t3GCy.jpg,"Action, Mystery, Drama",movie
1195506,Novocaine,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",2025-03-12,6.848,491,432.9618,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg,"Action, Comedy, Thriller",movie
1293286,Gunslingers,"When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.",2025-04-11,6.944,27,422.4856,/O7REXWPANWXvX2jhQydHjAq2DV.jpg,"Western, Action",movie
822119,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",2025-02-12,6.157,1471,398.2534,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,"Action, Thriller, Science Fiction",movie
1244944,The Woman in the Yard,"In the aftermath of her husband's death, widow Ramona's struggle to raise her two kids is hindered by the arrival of a mysterious woman with supernatural abilities.",2025-03-27,6.138,65,248.8458,/n0WS2TsNcS6dtaZKzxipyO7LuCJ.jpg,"Horror, Mystery",movie
615,The Passion of the Christ,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,2004-02-25,7.513,4768,222.7523,/4i76mQwY9rkBdARgZF2Dgh4Dekm.jpg,Drama,movie
1312833,A Knight's War,"A fearless knight braves a deadly realm to save the Chosen One’s soul. Facing witches, demons, and brutal foes, he discovers her return could ignite chaos and doom humanity.",2025-02-07,5.0,12,213.4788,/janjdSMrTRGtPrI1p9uOX66jv7x.jpg,"Horror, Action, Fantasy",movie
1353117,Home Sweet Home: Rebirth,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.",2025-03-20,6.736,36,206.5634,/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg,"Horror, Fantasy, Thriller, Mystery, Action",movie
1241982,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",2024-11-21,7.083,2231,195.1622,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,"Animation, Adventure, Family, Comedy",movie
1125899,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",2025-02-19,6.567,218,185.0382,/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,"Action, Thriller",movie
762509,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",2024-12-18,7.4,1979,174.8534,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,"Adventure, Family, Animation",movie
939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",2024-12-19,7.73,2433,165.029,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,"Action, Science Fiction, Comedy, Family, Adventure, Fantasy",movie
1229730,Carjackers,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?",2025-03-27,6.175,143,157.4706,/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg,"Action, Adventure",movie
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",2025-04-16,7.457,92,157.4069,/fWPgbnt2LSqkQ6cdQc0SZN9CpLm.jpg,"Drama, Horror, Thriller",movie
696506,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",2025-02-28,6.907,1590,153.2843,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,"Science Fiction, Comedy, Adventure",movie
1373723,The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",2025-03-20,6.263,57,153.209,/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,"Action, War",movie
1195585,The Hard Hit,"An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.",2023-10-20,7.0,16,146.368,/whkFbOZTamHeugEG95jvQehSzAH.jpg,"Action, Thriller, Crime",movie
1252309,Ask Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",2024-11-29,5.962,146,134.1214,/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg,"Romance, Drama",movie
1403735,Laila,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",2025-02-14,0.0,0,143.5284,/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg,"Comedy, Romance",movie
1195430,Deva,"Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.",2025-01-31,6.036,42,133.5805,/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg,"Action, Thriller, Mystery, Crime",movie
1101401,Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.",2024-10-15,6.563,8,130.2535,/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg,"Thriller, Comedy",movie
1208808,Night Shift,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",2024-10-31,6.405,110,126.8004,/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg,Horror,movie
1126166,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",2025-01-22,6.104,642,123.0954,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,"Action, Thriller",movie
1165067,Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",2023-08-03,6.0,46,113.3676,/mClzWv7gBqgXfjZXp49Enyoex1v.jpg,"Thriller, Science Fiction",movie
1087891,The Amateur,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",2025-04-09,6.621,132,109.6762,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,"Thriller, Action",movie
1261050,The Quiet Ones,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",2024-10-31,5.7,41,107.6196,/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg,"Action, Drama",movie
1103432,Bloody Escape: Bats out of Hell,"After being turned into a cyborg, Kisaragi faces pursuit from vampires and vengeful yakuza.",2024-01-05,5.5,2,102.8435,/lWKtVX5oEgcLbMYMaWiyes6c4IB.jpg,"Animation, Action, Science Fiction",movie
1020414,Peter Pan's Neverland Nightmare,"Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.",2025-01-13,5.0,55,103.0028,/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg,"Horror, Thriller, Fantasy",movie
1282980,825 Forest Road,"After a family tragedy, Chuck Wilson hopes to start a new life in Ashland Falls with his wife Maria and little sister Elizabeth, but he quickly discovers that the town has a dark history of being haunted by a ghostly woman who drives residents to suicide.",2025-04-04,5.8,46,102.6548,/ohESp5Nw49OD4ExCeNYCEIGX2iq.jpg,"Horror, Thriller",movie
1029880,Nightwatch: Demons Are Forever,"Martin's daughter, Emma, takes up a night watch job to find out what happened to her parents almost thirty years ago. A meeting with Wörmer in his cell pulls the serial killer out of his coma and sets in motion a chain of fateful events.",2023-12-14,5.922,58,101.077,/7Bj9qbmTiBdOmVlHeQqoEjsDxul.jpg,"Horror, Thriller, Mystery",movie
1297763,Batman Ninja vs. Yakuza League,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",2025-03-17,6.603,141,97.3744,/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,"Animation, Action",movie
950396,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",2025-02-13,7.731,2391,107.2127,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,"Romance, Science Fiction, Thriller",movie
447273,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.",2025-03-19,4.499,562,91.1967,/xWWg47tTfparvjK0WJNX4xL8lW2.jpg,"Family, Fantasy",movie
1302916,Heart Eyes,"When the ""Heart Eyes Killer"" strikes Seattle, a pair of co-workers pulling overtime on Valentine's Day are mistaken for a couple by the elusive couple-hunting killer. Now, they must spend the most romantic night of the year running for their lives.",2025-02-06,6.3,168,90.8411,/ebqttF1Vjgde6uSFBEw9mta7Hd3.jpg,"Horror, Comedy, Romance",movie
1356039,Counterattack,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",2025-02-27,8.373,636,88.9585,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,"Action, Adventure, Thriller",movie
1226572,Superboys of Malegaon,"The residents of Malegaon look to Bollywood cinema for a much-needed escape from daily drudgery. Amateur filmmaker Nasir Shaikh gets inspired to make a film for the people of Malegaon, by the people of Malegaon. He bands together his ragtag group of friends to bring his vision to life, thereby bringing a fresh lease of life into the town.",2025-02-28,8.0,6,97.8715,/l5PDjfWpC9uY5HdF5cbsJ4wjqoq.jpg,"Comedy, Drama",movie
1304594,Una pequeña confusión,"Lola and Cuau, a progressive middle-class pair, and Iñigo and Majo, a young conservative, well-heeled duo, turn to artificial insemination as a last resort to have children. In a madcap twist based on actual events, a mix-up at the clinic results in each mom-to-be carrying the other one's baby.",2024-12-25,7.5,55,86.2844,/ApXr9phfcvIX06tLGhxOH2kmndb.jpg,Comedy,movie
1212855,Fight or Flight,A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,2025-04-03,5.5,44,85.5732,/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg,"Action, Comedy, Thriller",movie
1010581,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",2023-06-08,7.82,3649,82.2762,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,"Romance, Drama",movie
1064486,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",2024-10-17,7.955,398,81.0784,/57AgZv1ITeBLShiNdchZ5153evs.jpg,"Animation, Drama, Comedy",movie
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",2024-06-20,7.055,2697,79.0001,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,"Animation, Family, Comedy, Science Fiction",movie
1104845,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,2025-03-08,6.841,85,78.4995,/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,"Animation, Adventure, Comedy, Family, Fantasy",movie
1388366,Popeye the Slayer Man,"A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.",2025-03-21,6.058,78,75.7098,/nVwu3mN7hr1yF467pGct3yQFM41.jpg,Horror,movie
927342,Amaran,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",2024-10-31,7.363,215,75.6696,/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,"Action, Drama, Adventure, War",movie
1249385,Ghost Game,"As part of an internet challenge to live undetected in a stranger’s home, a daring couple target an infamous haunted house and endure a series of chilling incidents as they witness a family descending into madness.",2024-10-18,3.8,25,74.9138,/kxxWBEn7qTN2xumSferCHbDudcT.jpg,"Horror, Thriller",movie
1405338,Demon City,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",2025-02-26,6.854,212,74.032,/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg,"Action, Crime, Fantasy, Thriller",movie
558449,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",2024-11-13,6.76,3204,71.1758,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,"Action, Adventure, Drama",movie
823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,8.214,1825,71.0759,/imKSymKBK7o73sajciEmndJoVkR.jpg,"Animation, Fantasy, Adventure",movie
539972,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",2024-12-11,6.6,1576,70.8515,/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,"Action, Adventure, Thriller",movie
533535,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",2024-07-24,7.605,7078,70.4574,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,"Action, Comedy, Science Fiction",movie
1156593,Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,2024-12-26,7.128,1208,67.6148,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg,"Romance, Drama",movie
1160956,Panda Plan,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",2024-10-01,6.928,180,67.5682,/hbO8MVrDuT8YxqeJD6DMxcamY9N.jpg,"Action, Comedy",movie
1184918,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",2024-09-12,8.326,4747,66.6468,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,"Animation, Science Fiction, Family",movie
995926,"I, the Executioner","The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",2024-09-13,6.991,58,62.3713,/gAtP0usArK5gVOBObnsENKLwML8.jpg,"Action, Crime",movie
1077782,Old Guy,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",2024-12-13,5.6,84,61.6197,/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg,"Action, Comedy",movie
1059643,Clawfoot,An upper-class suburban housewife is psychologically terrorized by a manipulative contractor remodeling her bathroom... until the tables are turned and a twisted battle of wits ensues with deliciously unexpected results.,2024-04-24,4.9,35,60.9382,/p2aM5FtUHmKp28AfiZCP6rkQJiw.jpg,Thriller,movie
1022789,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",2024-06-11,7.556,5756,60.917,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,"Animation, Adventure, Comedy, Family",movie
1217379,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",2024-06-20,6.5,43,60.6461,/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg,"Action, Crime, Thriller",movie
1141233,Super Papa,"For the 8th birthday of his son Gaby, Tom, unwittingly offers him a book ... which contains only blank pages. Faced with Gaby's disappointment and in order not to lose face, Tom pretends that it is a magic book: all you have to do is write your dreams in it for them to come true. This is how, totally overwhelmed, Tom will do everything he can to make his son's dreams come true, even the wildest ones!",2024-08-07,5.6,20,59.1015,/1jqG652MICyDGeXyHfWooBaIcQq.jpg,"Comedy, Family",movie
1140847,Cinderella's Revenge,"Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.",2024-04-26,5.4,28,57.9783,/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg,"Fantasy, Horror",movie
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,8.235,30420,57.8479,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,"Adventure, Action, Science Fiction",movie
933260,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",2024-09-07,7.144,4443,57.251,/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg,"Horror, Science Fiction",movie
1084199,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",2025-01-22,7.077,1069,55.514,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,"Horror, Science Fiction, Thriller",movie
1294203,My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",2025-02-12,7.472,374,55.0238,/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg,"Romance, Drama",movie
1254786,The Life List,"When her mother sends her on a quest to complete a teenage bucket list, a young woman uncovers family secrets, finds romance — and rediscovers herself.",2025-03-27,6.868,287,54.8137,/5fg98cVo7da7OIK45csdLSd4NaU.jpg,"Romance, Comedy, Drama",movie
1143407,Sky Force,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",2025-01-24,6.581,31,53.8912,/pmtev9YTlIRDo25G7lN8dzyoszn.jpg,"Action, Thriller",movie
1241436,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",2025-04-09,7.2,34,53.3829,/oXsDTDt1MqxJreROd2cbd2FMOZ2.jpg,"War, Action",movie
6844,The Ten Commandments,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",1956-10-05,7.77,1677,53.2902,/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,"Drama, History",movie
774370,Dog Man,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",2025-01-24,7.816,217,52.2669,/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg,"Family, Comedy, Adventure, Animation",movie
1013601,The Alto Knights,"Two of New York's most notorious organized crime bosses, Frank Costello and Vito Genovese, vie for control of the city's streets. Once the best of friends, petty jealousies and a series of betrayals place them on a deadly collision course that will reshape the Mafia (and America) forever.",2025-03-14,6.146,120,52.2233,/95KmR0xNuZZ6DNESDwLKWGIBvMg.jpg,"History, Drama, Crime",movie
1064213,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2024-10-14,7.056,2046,52.0034,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,"Drama, Comedy, Romance",movie
1113583,"Oh, Canada","Famed Canadian-American leftist documentary filmmaker Leonard Fife was one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam. Now in his late seventies, Fife is dying of cancer in Montreal and has agreed to a final interview in which he is determined to bare all his secrets at last, to demythologize his mythologized life.",2024-12-06,6.167,51,51.8176,/hKDR5AYXRTPb751oc7xK2Ay3PH0.jpg,Drama,movie
1249289,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",2025-01-16,5.8,248,51.3682,/v313aUGmMNj6yNveaiQXysBmjVS.jpg,"Action, Crime, Thriller",movie
1229646,"Robotia, la película",,2024-06-07,7.3,10,50.9733,/uRH4QEaa38Pz7xOiBJDaWp50s8g.jpg,"Animation, Adventure",movie
845781,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",2024-10-31,7.056,2446,50.5533,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,"Action, Comedy, Fantasy",movie
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,7.738,31594,50.5369,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"Science Fiction, Action, Adventure",movie
1149137,The Travelling Dog,"The life of Zuzia, whose dad works on the railway, changes mas-sively when Lampo, an extraordinary travelling dog, joins the family. The remarkable shepherd dog, whose train trips are an internet sensation, immediately becomes the best friend of the girl suffering from a heart condition.",2023-08-25,6.6,9,49.987,/bC9K8ZWqSIG7sfe2XHzw73Sc8MC.jpg,"Family, Adventure",movie
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,7.905,25901,46.0861,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,"Drama, Romance",movie
1333099,Dalia and the Red Book,"Dalia, the daughter of a famous writer who has recently died, inherits the legacy of finishing his book. To do this, Dalia will become part of the book and will come face to face with the characters who have taken the theme of the book in order to be the protagonists.",2024-10-17,7.344,16,43.6647,/oyGyAQZOj7NzyLxCZX7FHKYELP1.jpg,"Adventure, Drama, Fantasy, Animation",movie
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2005-12-07,7.134,10878,44.9132,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,"Adventure, Family, Fantasy",movie
1233575,Black Bag,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.",2025-03-12,6.332,361,47.2688,/hHPovtU4b96LHcoeEwRkGHI5btw.jpg,"Drama, Mystery, Thriller",movie
1147416,"Miraculous World: London, At the Edge of Time","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",2024-11-14,7.309,249,46.3575,/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,"Animation, Adventure, Action, Fantasy",movie
