id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names,type
321612,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,2017-03-16,6.971,15593,33.0577,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,"Family, Fantasy, Romance",movie
8587,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",1994-06-15,8.3,18684,32.9768,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,"Family, Animation, Drama",movie
496243,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,8.5,18947,32.9725,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"Comedy, Thriller, Drama",movie
953735,Marinette,"Based on the biography Ne jamais rien lâcher, the script traces the career of Marinette Pichon over three decades. Born in 1975, she was the pioneer of French women's football and one of the greatest stars of that sport in the world. A prodigy discovered at the age of five, she went on to become the first French player to make a career in the United States (men/women combined) and the record holder for the number of goals and selections for the French team (men/women combined). From her childhood, ravaged by an alcoholic and violent father, to the American dream (she was crowned best player and best scorer in the prestigious US league in 2002 and 2003 and ""Most Valuable Player"" in 2003), via her career with the French team, Marinette paints the portrait of a kid from a working-class background who was not destined for such an extraordinary career path...",2023-06-07,6.7,61,32.854,/aM7o55PKT45q630Qmma1fNu99Cd.jpg,"Drama, History",movie
346698,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",2023-07-19,6.978,9796,32.808,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,"Comedy, Adventure",movie
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,8.419,25878,32.6773,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Adventure, Fantasy, Action",movie
14836,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",2009-02-05,7.9,8327,32.6562,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,"Animation, Family, Fantasy",movie
592695,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",2021-10-08,6.289,637,32.2954,/TcOsu6iO5prSJbDn9oIQgIW655.jpg,Drama,movie
402431,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",2024-11-20,6.9,2051,32.2488,/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,"Drama, Romance, Fantasy",movie
1377424,Victoria,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",2024-12-14,0.0,0,32.2344,/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg,Drama,movie
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2023-05-31,8.344,7481,32.1983,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,"Animation, Action, Adventure, Science Fiction",movie
957119,Sidelined: The QB and Me,"Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",2025-02-06,5.896,48,32.1868,/mSL6truNrWP1Bn9ng1rN0SkMI4f.jpg,"Comedy, Romance",movie
106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",2013-12-25,8.03,24512,32.1061,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,"Crime, Drama, Comedy",movie
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",2024-03-02,7.1,3040,32.0135,/nqXsAaQsKw2gKpkfhIgjXNDRqg7.jpg,"Animation, Family, Action, Comedy, Adventure, Fantasy",movie
603692,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",2023-03-22,7.723,6978,32.013,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,"Action, Thriller, Crime",movie
1199840,Mientras Cupido no está,"Mirtha Del Cañon is the owner of a million-dollar company. Her only son, Bartolo, is a mess, and to straighten him out, she decides to look for a woman for him, to achieve that, she organizes a casting to find the perfect daughter-in-law.",2025-04-02,0.0,1,31.8469,/figjQxoiVMNuDJe5wl4nrgAJTDD.jpg,Comedy,movie
1380405,The Chosen: Last Supper,"Jesus rides into the holy city as king, but finds His Father’s house has been turned from a place of prayer into a corrupt market. As the Jewish High Priest schemes against the would-be Messiah, Jesus strikes first—turning the tables on religious corruption.",2025-03-27,8.7,3,31.7974,/aRO7Oy3o6MAZbIiSFw4eYLY5qMp.jpg,"Drama, History, Adventure",movie
698687,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",2024-09-11,8.089,1191,31.6346,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,"Animation, Science Fiction, Adventure, Family",movie
1083782,Seven Veils,"Jeanine, an earnest theatre director, has been given the task of remounting her former mentor’s most famous work, the opera Salome. Haunted by dark and disturbing memories from her past, she allows her repressed trauma to color the present as she re-enters the opera world after so many years away.",2025-03-07,6.0,10,31.5385,/1IqDhi52gO7cQAnDnr6mOXqfKJb.jpg,Drama,movie
259872,Skin. Like. Sun.,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2009-10-10,5.733,88,31.4878,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,Romance,movie
870028,The Accountant 2,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",2025-04-23,7.5,5,31.4529,/AvAjlqg8gOSSfKnrSFE0yxlyZD4.jpg,"Crime, Thriller, Action",movie
1097549,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,2024-12-25,5.787,644,31.3056,/ilwO6elz3mLV9CToT7C8pjVeKX0.jpg,Drama,movie
424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993-12-15,8.564,16368,31.2813,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,"Drama, History, War",movie
1410082,Sniper: The Last Stand,"To stop an arms dealer from unleashing a deadly superweapon, Ace sniper Brandon Beckett and Agent Zero are deployed to Costa Verde to lead a group of elite soldiers against an unrelenting militia. Taking an untested sniper under his wing, Beckett faces his newest challenge: giving orders instead of receiving them. With both time and ammo running low in a race to save humanity, the team must overcome all odds just to survive.",2025-01-21,6.684,125,31.1204,/TVvIyCsFCmLk9MRLbAZi4X8f32.jpg,"Action, Thriller",movie
1043905,Dirty Angels,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",2024-12-11,6.172,229,30.9078,/3O3qSGmjRGc10hMwFul8WDxKE5t.jpg,"Action, Drama, Thriller, War",movie
807,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,8.4,21634,30.8353,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Crime, Mystery, Thriller",movie
1138361,El Vacío,"He, a famous filmmaker living off his past, decides to give romance a chance when he meets Her.What starts as a perfect love story is threatened by routine, unfulfilled expectations and the eternal desire to fill the void inside both of them.",2023-06-08,0.0,0,30.7233,/woXQUmCl2VTQ2VdFdFx2vnFZVqn.jpg,,movie
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009-12-15,7.588,32150,30.3843,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,"Action, Adventure, Fantasy, Science Fiction",movie
8966,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",2008-11-20,6.288,13755,30.2755,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"Fantasy, Drama, Romance",movie
680,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",1994-09-10,8.49,28571,30.2606,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,"Thriller, Crime",movie
1352774,Piglet,"On Kate's 21st birthday camping trip, her friends encounter Piglet, a monstrous human-pig hybrid who brutally murders one of them. They uncover Piglet's origins and Kate must confront her past to survive the relentless killer.",2025-01-25,5.9,15,30.0546,/5wZNFUJAwyX6RCxdqrLO9lLWJ20.jpg,Horror,movie
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",2003-12-17,8.482,24976,27.9963,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"Adventure, Fantasy, Action",movie
497,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999-12-10,8.504,18010,28.7503,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,"Fantasy, Drama, Crime",movie
324857,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",2018-12-06,8.397,16066,28.0541,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,"Animation, Action, Adventure, Science Fiction",movie
493922,Hereditary,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",2018-06-07,7.3,7902,27.9614,/4GFPuL14eXi66V96xBWY73Y9PfR.jpg,"Horror, Mystery, Thriller",movie
673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",2004-05-31,8.011,22039,28.4762,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,"Adventure, Fantasy",movie
48650,Room in Rome,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",2010-05-07,6.403,763,28.6595,/gx2ENSap1D4nbjcz7cLLAs4S3fy.jpg,"Drama, Romance",movie
672,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",2002-11-13,7.709,22458,29.0416,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"Adventure, Fantasy",movie
929590,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",2024-04-10,6.87,3502,27.6057,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,"War, Action, Drama",movie
516729,Paddington in Peru,"Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",2024-11-08,6.8,339,29.3988,/rzfqeLdHIysJGrspMICyedpqDqt.jpg,"Family, Comedy, Adventure",movie
1402,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006-12-14,7.891,10037,27.1576,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,Drama,movie
11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004-05-25,7.889,11813,27.8356,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,"Romance, Drama",movie
454626,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020-02-12,7.308,9872,26.8466,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,"Action, Science Fiction, Comedy, Family",movie
575264,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",2023-07-08,7.534,4140,27.4007,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,"Action, Adventure",movie
354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,8.204,19897,27.0098,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,"Family, Animation, Music, Adventure",movie
710295,Wolf Man,"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",2025-01-15,6.405,582,28.3715,/wpSDzTBfF0Eeo5lzu2w9FTujGqd.jpg,"Horror, Thriller",movie
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,8.368,37356,28.3027,/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,"Action, Science Fiction, Adventure",movie
16638,El Cid,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",1961-10-24,6.8,275,28.3026,/a6DY3LDlXFUDuXm47zXTOfiisxP.jpg,"Action, Drama, History, Romance, War",movie
37165,The Truman Show,"Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.",1998-06-04,8.146,18796,28.273,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"Comedy, Drama",movie
29912,The Robe,"Drunk and disillusioned Roman, Marcellus Gallio, wins Jesus' robe in a dice game after the crucifixion. Marcellus has never been a man of faith like his slave, Demetrius, but when Demetrius escapes with the robe, Marcellus experiences disturbing visions and feels guilty for his actions. Convinced that destroying the robe will cure him, Marcellus sets out to find Demetrius — and discovers his Christian faith along the way.",1953-09-16,6.749,249,28.1699,/qFYZNGzftIM8dqGMJBToGraAFJp.jpg,"Drama, History",movie
634649,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021-12-15,7.946,20679,28.0483,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,"Action, Adventure, Science Fiction",movie
1407861,The Bayou,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.",2025-01-31,6.315,65,27.9426,/sf6j1SbgDf7VTjL1MRq5MAQSOyE.jpg,"Thriller, Horror, Action",movie
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2016-08-26,8.485,11719,27.942,/8GJsy7w7frGquw1cy9jasOGNNI1.jpg,"Animation, Romance, Drama",movie
976573,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",2023-06-14,7.619,4762,27.8949,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,"Animation, Comedy, Family, Fantasy, Romance",movie
549509,The Brutalist,"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.",2024-12-20,7.067,973,27.8657,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg,Drama,movie
866398,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,2024-01-08,7.329,3485,27.6041,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,"Action, Crime, Thriller",movie
299534,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,8.237,26239,27.4506,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,"Adventure, Science Fiction, Action",movie
22,Pirates of the Caribbean: The Curse of the Black Pearl,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",2003-07-09,7.809,21062,27.4419,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,"Adventure, Fantasy, Action",movie
1185528,Legends of the Condor Heroes: The Gallants,"Under Genghis Khan, the Mongolian army pushes west to destroy the Jin Dynasty, setting its sights on the Song Dynasty next. Amid internal conflicts among martial arts schools, Guo Jing unites the Central Plains' warriors to defend Xiangyang, embodying courage and loyalty in the fight for the nation.",2025-01-29,6.4,20,27.3845,/pymBV1KTRqda9I3HkVdB08ZiUyZ.jpg,"Action, Drama, History",movie
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,8.456,13294,27.1839,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,"Drama, Crime",movie
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-11-22,7.968,18763,27.0171,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,"Animation, Adventure, Family, Comedy",movie
483456,Peacemaker Kurogane: Belief,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge leads him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind, and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",2018-06-02,5.2,3,27.0105,/wbyIM5s7ZgwOmXycjBttBhhXtTq.jpg,"Animation, History, Action, Drama, Fantasy, Romance",movie
786892,Furiosa: A Mad Max Saga,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",2024-05-22,7.485,4066,27.0051,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,"Action, Science Fiction, Adventure",movie
507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",2022-06-01,6.667,6320,26.9946,/jbAvCACjLf1ZG0unB2tdmx5HAf1.jpg,"Adventure, Action, Science Fiction",movie
26466,Triangle,"When Jess sets sail on a yacht with a group of friends, she cannot shake the feeling that there is something wrong.",2009-10-16,6.918,2686,26.9228,/qdqAewwUsKO1x2p9rAkAOBlXeiF.jpg,Horror,movie
574475,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",2025-05-14,0.0,0,26.8991,/cAoktVUBhGyULRoxV6mZ2LB3x7I.jpg,"Horror, Mystery",movie
1267217,Sugar Baby,"Love comes without asking. Often not to those, not so and not then. Can a genuine feeling survive when everything started wrong and the whole world is against it? Give up everything or give up? Burn or survive?",2024-04-25,7.2,59,26.8879,/kcREsnVDEFFXmt5GuPwyGqyDuDJ.jpg,"Romance, Drama",movie
36362,King of Kings,"Who is Jesus, and why does he impact all he meets? He is respected and reviled, emulated and accused, beloved, betrayed, and finally crucified. Yet that terrible fate would not be the end of the story.",1961-10-11,7.1,210,26.8788,/fp1Nx4FASTGldFuQyGXN0HF6Jgk.jpg,"Drama, History",movie
290098,The Handmaiden,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",2016-06-01,8.209,3891,26.8404,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,"Thriller, Drama, Romance",movie
1084736,The Count of Monte Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",2024-06-28,8.012,1557,26.758,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg,"Adventure, Action, Drama",movie
1275209,May I Speak with the Enemy?,"Madrid, 1936. Miguel Gila lives peacefully and happily with his grandparents in a humble attic. But the outbreak of the Civil War forces Miguel, along with his friend Pedro, to go to fight. There Gila survives misery, battles, firing squad and jail thanks to his humor. Because of this unique way of interpreting the world around him, Gila will become one of the most popular comedians in Spain and Latin America.",2024-12-13,6.389,9,26.5853,/mONipnq4YREhi21QHdj04ISRrX1.jpg,"Drama, Comedy, War",movie
653346,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",2024-05-08,7.1,3676,26.419,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,"Science Fiction, Adventure, Action, Drama, Thriller",movie
1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,7.65,26884,26.2201,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,"Action, Science Fiction, Adventure",movie
505642,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",2022-11-09,7.065,6774,26.2068,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,"Action, Adventure, Science Fiction",movie
9837,The Prince of Egypt,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",1998-12-16,7.282,4039,26.1026,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,"Adventure, Animation, Drama, Family",movie
408,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",1938-01-14,7.122,7569,26.0753,/3VAHfuNb6Z7UiW12iYKANSPBl8m.jpg,"Fantasy, Animation, Family",movie
